,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_cleaned,price_per_sqft
242,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1,645.0,2550.3875968992247
243,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,3,1644.0,5109.489051094891
244,Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,2,1285.0,5642.023346303502
245,Plot  Area,Ready To Move,Electronic City,3 Bedroom,not provided,1200,3.0,1.0,90.0,3,1200.0,7500.0
246,Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,2,910.0,4395.604395604396
247,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,3,1577.0,4438.807863031072
249,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,3,2420.0,7644.628099173554
250,Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,2,800.0,2500.0
251,Built-up  Area,Ready To Move,Anand Nagar,2 BHK,not provided,1060,2.0,2.0,55.0,2,1060.0,5188.679245283019
252,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,2,1270.0,7322.834645669292
253,Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,not provided,900,2.0,2.0,22.5,2,900.0,2500.0
254,Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,not provided,1280,2.0,1.0,69.0,2,1280.0,5390.625
255,Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,not provided,1200,2.0,0.0,95.0,4,1200.0,7916.666666666667
256,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,not provided,1025,2.0,2.0,36.0,2,1025.0,3512.1951219512193
257,Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,2,1108.0,5685.9205776173285
258,Plot  Area,Ready To Move,MCECHS  layout,5 Bedroom,not provided,1200,5.0,2.0,170.0,5,1200.0,14166.666666666666
261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,3,1500.0,5033.333333333333
262,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,2,1295.0,3389.96138996139
263,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,2,1162.0,5154.9053356282275
264,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,2,1035.0,4753.623188405797
265,Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,4,1600.0,3300.0
266,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,not provided,1464,3.0,2.0,46.0,3,1464.0,3142.0765027322404
267,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,3,1866.0,3300.10718113612
268,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,2,700.0,3714.285714285714
269,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,3,1804.0,6651.884700665189
270,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,not provided,913,2.0,1.0,32.0,2,913.0,3504.9288061336256
271,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,3,1868.0,7012.847965738758
272,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,not provided,883,2.0,1.0,45.0,2,883.0,5096.262740656852
273,Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,not provided,900,2.0,1.0,110.0,2,900.0,12222.222222222223
274,Super built-up  Area,Ready To Move,Kogilu,3 BHK,not provided,1664,2.0,3.0,73.95,3,1664.0,4444.110576923077
275,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,3,2026.0,6515.301085883514
276,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,2,1210.0,6685.950413223141
278,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,3,1762.0,5190.124858115778
279,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,3,1252.0,4392.97124600639
280,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,2,861.0,4006.968641114983
281,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,3,1420.0,7042.2535211267605
283,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,3,1490.0,5288.5906040268455
284,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,not provided,1075,2.0,1.0,46.0,3,1075.0,4279.069767441861
285,Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,3,1425.0,6596.491228070176
286,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,2,1200.0,3333.3333333333335
287,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,not provided,1280,2.0,2.0,56.0,3,1280.0,4375.0
288,Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,2,1084.0,4612.546125461255
289,Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2,1015.0,2549.753694581281
290,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,2,1017.0,5039.331366764995
291,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,not provided,1027,2.0,2.0,44.0,2,1027.0,4284.323271665044
292,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,2,1069.0,4209.541627689429
293,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,2,1349.0,7279.466271312083
294,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,2,1005.0,4975.124378109453
295,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,2,1417.0,5292.87226534933
296,Plot  Area,18-Jan,TC Palaya,3 Bedroom,not provided,1475,3.0,1.0,98.0,3,1475.0,6644.067796610169
297,Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,2,950.0,4947.368421052632
298,Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,4,2000.0,6000.0
299,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,not provided,880,3.0,1.0,140.0,3,880.0,15909.09090909091
300,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,4,1863.0,5582.393988191089
301,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,2,1010.0,2920.792079207921
302,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,3,1425.0,4912.2807017543855
303,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,3,1450.0,6896.551724137931
304,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,3,1847.0,5684.89442338928
305,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,2,1100.0,4090.909090909091
306,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,1,525.0,4952.380952380952
307,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,3,1665.0,5705.705705705705
308,Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,4,1664.0,3906.25
309,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,3,1850.0,8108.108108108108
310,Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,2,1438.0,6954.102920723227
311,Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,3,1560.0,7371.794871794872
312,Super built-up  Area,18-Apr,Yelahanka,2 BHK,not provided,1350,2.0,1.0,55.55,2,1350.0,4114.814814814815
313,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,3,1550.0,4322.580645161291
314,Super built-up  Area,18-Apr,Malleshpalya,2 BHK,not provided,1140,2.0,2.0,46.5,2,1140.0,4078.9473684210525
315,Plot  Area,Ready To Move,Srirampura,5 Bedroom,not provided,1200,5.0,2.0,180.0,5,1200.0,15000.0
316,Super built-up  Area,18-Dec,Kodathi,2 BHK,not provided,850,2.0,2.0,27.0,2,850.0,3176.470588235294
317,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,2,1280.0,5859.375
318,Built-up  Area,Ready To Move,Munnekollal,2 BHK,not provided,1170,2.0,2.0,52.0,2,1170.0,4444.444444444444
319,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,2,1113.0,4582.210242587601
320,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,2,1385.0,5999.27797833935
321,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,2,1128.0,5762.41134751773
322,Plot  Area,Ready To Move,Marathahalli,2 Bedroom,not provided,1200,2.0,2.0,128.0,2,1200.0,10666.666666666666
323,Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,not provided,1200,4.0,3.0,165.0,4,1200.0,13750.0
326,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3,1464.0,3825.136612021858
327,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,not provided,1200,2.0,2.0,55.0,2,1200.0,4583.333333333333
328,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,2,1200.0,4333.333333333333
329,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,3,1150.0,4782.608695652174
330,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,3,1645.0,5775.075987841945
331,Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,not provided,1000,2.0,1.0,67.0,2,1000.0,6700.0
333,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,2,1192.0,6208.053691275168
334,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,3,2135.0,10070.257611241217
335,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,2,1173.0,4944.58653026428
336,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,2,1020.0,4411.764705882353
338,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,not provided,1600,3.0,3.0,64.0,3,1600.0,4000.0
339,Plot  Area,18-Mar,T.C PALYA,2 Bedroom,not provided,1200,2.0,0.0,79.0,2,1200.0,6583.333333333333
340,Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,not provided,1230,2.0,3.0,48.0,2,1230.0,3902.439024390244
341,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,2,1250.0,3200.0
342,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,2,1325.0,5735.8490566037735
343,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,3,1850.0,8108.108108108108
345,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,not provided,1200,2.0,2.0,65.0,2,1200.0,5416.666666666667
346,Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,not provided,1350,2.0,0.0,140.0,3,1350.0,10370.37037037037
347,Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,3,1260.0,3917.4603174603176
348,Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,3,1800.0,8333.333333333334
350,Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,2,1100.0,3931.818181818182
351,Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,2,1508.0,5106.100795755968
352,Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,3,1592.0,4711.05527638191
353,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,2,1388.0,4106.628242074928
354,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,1,630.0,4500.0
356,Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,not provided,1762,3.0,1.0,125.0,3,1762.0,7094.211123723042
357,Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,not provided,950,2.0,2.0,50.0,2,950.0,5263.1578947368425
359,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,2,1116.0,4480.286738351255
360,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,2,1308.0,6807.339449541284
361,Super built-up  Area,Ready To Move,MS Pallya,3 BHK,not provided,1200,3.0,0.0,90.0,3,1200.0,7500.0
363,Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,not provided,500,1.0,1.0,18.5,1,500.0,3700.0
364,Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,2,1075.0,4837.209302325581
365,Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,1,530.0,2200.0
366,Built-up  Area,Ready To Move,Bellandur,2 BHK,not provided,1205,2.0,3.0,66.0,2,1205.0,5477.178423236514
367,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2,1075.0,5581.395348837209
368,Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,2,930.0,4193.548387096775
369,Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,2,1380.0,4347.826086956522
370,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,4,2483.0,8538.058799838904
371,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,2,1166.0,4716.981132075472
372,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,2,1050.0,6190.476190476191
374,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,2,1200.0,3900.0
375,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,3,1600.0,6750.0
376,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,3,1935.0,5684.754521963824
377,Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,1,451.0,6629.711751662971
378,Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,3,1800.0,5277.777777777777
379,Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,3,1400.0,5500.0
380,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,3,1801.0,6385.341476957246
381,Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,1.0,90.0,2,1451.0,6202.618883528601
382,Plot  Area,19-Jan,Anekal,2 Bedroom,not provided,1200,1.0,1.0,36.0,2,1200.0,3000.0
383,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,2,1160.0,3793.103448275862
384,Built-up  Area,Ready To Move,Kengeri,2 BHK,not provided,1000,2.0,1.0,25.0,2,1000.0,2500.0
385,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,2,950.0,4210.526315789473
386,Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,not provided,1629,3.0,2.0,79.0,3,1629.0,4849.600982197668
387,Built-up  Area,Ready To Move,Vijayanagar,3 BHK,not provided,1580,2.0,0.0,134.0,3,1580.0,8481.012658227848
388,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,3,1826.0,6626.506024096386
389,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,2,1245.0,7550.2008032128515
390,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,2,1145.0,3999.126637554585
391,Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,2,825.0,4000.0
392,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,3,1693.0,6379.208505611341
393,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,2,1113.27,4760.74986301616
394,Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,2,1460.0,3972.6027397260273
395,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,2,1050.0,3047.6190476190477
396,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,2,1260.0,4365.079365079365
397,Super built-up  Area,Ready To Move,K N Extension,6 BHK,not provided,700,3.0,2.0,120.0,6,700.0,17142.85714285714
398,Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,2,1656.0,7246.376811594203
399,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,3,1208.0,3725.1655629139073
400,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,3,1910.0,8429.319371727748
402,Plot  Area,Ready To Move,Battarahalli,2 Bedroom,not provided,1200,2.0,1.0,65.0,2,1200.0,5416.666666666667
403,Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,not provided,1200,4.0,1.0,175.0,4,1200.0,14583.333333333334
404,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,2,1175.0,6978.723404255319
405,Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,not provided,1000,2.0,0.0,165.0,2,1000.0,16500.0
406,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,not provided,1200,2.0,0.0,125.0,4,1200.0,10416.666666666666
409,Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,not provided,550,1.0,1.0,62.0,2,550.0,11272.727272727272
411,Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,1.0,38.0,2,1185.0,3206.7510548523205
412,Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,2,750.0,5066.666666666667
414,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5,3,1550.0,4161.290322580645
415,Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760,3.0,2.0,88.0,3,1760.0,5000.0
416,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0,2,1125.0,5511.111111111111
417,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,not provided,1350,3.0,2.0,150.0,3,1350.0,11111.111111111111
418,Plot  Area,17-Dec,Anandapura,2 Bedroom,not provided,1000,2.0,1.0,55.0,2,1000.0,5500.0
419,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,not provided,1090,2.0,2.0,31.48,2,1090.0,2888.0733944954127
420,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,not provided,1200,2.0,0.0,60.0,2,1200.0,5000.0
421,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0,3,1991.0,5173.279758915118
422,Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060,2.0,1.0,26.5,2,1060.0,2500.0
423,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,2,1105.0,6787.330316742082
424,Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0,2,985.0,6802.030456852792
425,Plot  Area,Ready To Move,Chandapura,6 Bedroom,not provided,1533,5.0,3.0,85.0,6,1533.0,5544.683626875408
426,Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0,3,1590.0,4968.553459119496
427,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0,2,1120.0,4910.714285714285
428,Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2.0,1.0,55.0,2,1069.0,5144.9953227315245
429,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933,3.0,2.0,140.0,3,1933.0,7242.628039317124
430,Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194,2.0,0.0,69.0,2,1194.0,5778.894472361809
431,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150,2.0,3.0,69.0,2,1150.0,6000.0
432,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,not provided,1240,2.0,2.0,47.12,2,1240.0,3800.0
433,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,2,1419.0,3389.7110641296686
436,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450,3.0,2.0,55.0,3,1450.0,3793.103448275862
437,Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1630,3.0,2.0,68.29,3,1630.0,4189.57055214724
438,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,1.0,1.0,40.0,2,708.0,5649.717514124294
439,Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,not provided,1000,4.0,3.0,110.0,3,1000.0,11000.0
441,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250,2.0,1.0,76.0,2,1250.0,6080.0
442,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,3,1400.0,6785.714285714285
443,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,not provided,1670,2.0,3.0,57.0,3,1670.0,3413.1736526946106
444,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0,3,1750.0,5714.285714285715
445,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0,2,1404.0,5056.980056980057
446,Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0,3,1715.0,5539.35860058309
447,Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65,1,630.0,5500.0
448,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0,3,1752.12,7704.951715635916
449,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,not provided,1650,3.0,2.0,78.0,3,1650.0,4727.272727272727
450,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47,2,1295.0,4283.397683397683
452,Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,2,1346.0,5500.0
453,Plot  Area,Ready To Move,Thippasandra,4 Bedroom,not provided,1200,4.0,2.0,200.0,4,1200.0,16666.666666666668
454,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ElavuHo,1150,2.0,2.0,55.0,2,1150.0,4782.608695652174
456,Super built-up  Area,18-May,Chandapura,3 BHK,SunceEs,1190,2.0,2.0,30.35,3,1190.0,2550.4201680672268
457,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,DSutyng,1620,3.0,2.0,98.0,3,1620.0,6049.382716049383
458,Super built-up  Area,18-Apr,Marathahalli,2 BHK,not provided,950,2.0,1.0,46.96,2,950.0,4943.1578947368425
460,Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2450,3.0,0.0,120.0,3,2450.0,4897.959183673469
461,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,35.23,3,1220.0,2887.7049180327863
462,Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,RKntsrt,850,2.0,1.0,30.0,2,850.0,3529.4117647058824
463,Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,not provided,1020,2.0,2.0,63.0,2,1020.0,6176.470588235294
464,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,not provided,1100,2.0,2.0,50.0,2,1100.0,4545.454545454545
465,Super built-up  Area,Ready To Move,Defence Colony,2 BHK,Vantspa,1150,2.0,2.0,126.0,2,1150.0,10956.521739130434
466,Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,130.0,3,1760.0,7386.363636363636
467,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,not provided,1800,3.0,3.0,110.0,3,1800.0,6111.111111111111
468,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,not provided,1070,2.0,1.0,54.0,2,1070.0,5046.728971962617
